Timestamp,Which age group do you belong to?,What is your employment status?,Which part of the year did you visit USS?,Who did you visit USS with?,What was the main purpose of your visit?,What factors influenced your decision to visit USS? Select all that apply,What concerns did you have before deciding to visit USS?,"On a scale of 1-5, how would you rate your overall experience at USS?",What was the highlight of your visit?,How would you describe USS' brand image before visiting?,How did you first hear about Universal Studios Singapore?,"How easy was it to find relevant information about USS online (ticket pricing, attractions, events, etc.)?",Have you seen any recent advertisements or promotions for USS?,What type of promotions or discounts would encourage you to visit USS?,Did you visit the USS website while planning your trip?,"How easy was it to navigate the USS website to find information about tickets, attractions, and events?","Did the website provide clear and sufficient information about ticket prices, promotions, and park rules?",What features would improve your experience on the USS website? (Select all that apply),Did you use the USS mobile app before your visit?,"If you used the USS app, how would you rate its ease of use?",What USS app features did you find most helpful? (Select all that apply)  ,What feedback/suggestions would you like to provide for USS website/app?,Which ride or attraction was your favourite?,Why this attraction in particular? ,Which ride or attraction have you had bad experiences with (if any)? ,What made your experience with this ride or attraction unpleasant? ,"Did you experience any rides with longer-than-expected wait times? If yes, which ride(s)?",How long did you wait in line for rides on average during your visit?,"Did you feel that overall, the queueing time was worth the experience of the attraction? ", Were the shows and performances engaging and enjoyable?  ,Did you find the price of the general admission ticket reasonable for the experience provided?,Did you purchase the Express Pass?,"If you purchased the Express Pass, how would you rate the value of the Express Pass in relation to the experience it provided?",Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Waiting times],Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Ride variety ],"Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Ride experience (quality, theme, etc.)]","Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Overall park experience (atmosphere, entertainment, etc.)]",Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Customer Service], Did you find a good variety of food options?  ,Were there enough affordable and accessible meal choices?  ,Were there enough kid-friendly meal choices?, How would you rate the food quality and service?  ,Did you stay at a nearby hotel or within Resorts World Sentosa?   ,"If you booked a nearby accommodation, how was the experience? ",Was the accommodation convenient and family-friendly?  ,Have you reached out to USS customer service before your visit?,"If you interacted with USS customer service, how satisfied were you with the response time and assistance?",Were the park staff at USS friendly and helpful? Rate on a scale from 1-5.,"Did you encounter any issues that required assistance, and how were they handled?  ",Would you choose to revisit USS?,"If you answered 'No' or 'Maybe', please explain why. ",What changes or improvements would make your next visit better?  ,Would you recommend USS to others?,Please state your reason for the previous question.
2/26/2025 18:03:31,18 - 24 years old,Student,April - June,Family (including children),Family outing,Friends or family recommendations,"Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices",4,Thrilling rides,Fun and family-friendly,Social media,4,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,I like the theme,Not applicable,,,46 to 60 minutes,4,2,Yes,No,,1,3,2,4,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,No,"Too repetitive, dont feel inclined to spend so much on entertainment in singapore",Change up the themes,No,Singapore’s weather is not made for outdoor activities 
2/26/2025 18:07:22,18 - 24 years old,Student,October - December,Friends,Social gathering,"Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices, Accessibility and transportation",3,Thrilling rides,Fun and family-friendly,Social media,4,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,Suspenseful ,Not applicable,,,46 to 60 minutes,4,2,Yes,No,,1,3,2,4,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,No,"Once is enough, too tiring as it takes up the whole day, very tiring to queue under the hot sun",More efficient queue systems,No,Too hot to enjoy in singapore
2/26/2025 18:12:04,18 - 24 years old,Student,October - December,Friends,Social gathering,"Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels, Accessibility and transportation",3,Overall park atmosphere and theme,Fun and family-friendly,Social media,4,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,Thrilling ,Not applicable,,,46 to 60 minutes,3,2,Yes,No,,1,3,2,4,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,No,"Inconvenient location, expensive experience",Remote queue systems,No,You will enjoy it more overseas
2/26/2025 18:16:24,18 - 24 years old,Student,October - December,Friends,Social gathering,"Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices, Accessibility and transportation",2,Overall park atmosphere and theme,Fun and family-friendly,Online ads,4,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,I like the theme,Not applicable,,,46 to 60 minutes,3,2,No,No,,1,3,2,4,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,No,Need to spend the whole day there but food is not cheap,Ticket + food combo deals,No,Not fun in singapore
2/26/2025 18:20:34,18 - 24 years old,Student,October - December,Friends,Social gathering,"Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels, Accessibility and transportation",3,Overall park atmosphere and theme,Fun and family-friendly,Social media,4,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,Spooky theme,Not applicable,,,46 to 60 minutes,3,2,No,No,,1,3,2,4,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,No,"Expensive and inconvenient, aside from ticket cost, we still need to factor in transport and food",The tram ride should be free,No,More fun overseas
2/26/2025 18:26:03,18 - 24 years old,Student,October - December,Friends,Social gathering,"Friends or family recommendations, Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices, Accessibility and transportation",2,Overall park atmosphere and theme,High quality and premium entertainment,Social media,4,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,Horror theme,Not applicable,,,46 to 60 minutes,3,2,No,No,,1,3,2,4,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,No,"Expensive, tiring, inconvenient, repetitive",Food / travel discounts,No,Singapore is too hot
2/26/2025 18:29:57,18 - 24 years old,Student,April - June,Friends,Social gathering,"Friends or family recommendations, Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices, Accessibility and transportation",2,Overall park atmosphere and theme,Fun and family-friendly,Social media,4,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,Dark and thrilling ,Not applicable,,,46 to 60 minutes,3,2,No,No,,1,3,2,4,5,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,No,"Expensive, inconvenient, too hot",Bundle deals for food and ticket,No,It will be a better experience overseas if you go to a country with cool weather
2/26/2025 23:41:09,45 years old and above,Retired,October - December,Family (including children),Family outing,Reputation as a top theme park in Asia,Park cleanliness and hygiene,3,Overall park atmosphere and theme,Fun and family-friendly,Word of mouth,4,"No, I haven't seen any ads","Discounted tickets, Seasonal event promotions",Yes,5,Not applicable (Did not use the website),Better mobile optimisation,"No, I didn't know there was an app",4,Not applicable (Did not use the app),,Sesame Street Spaghetti Space Chase,Not too scary,Sesame Street Spaghetti Space Chase,,Revenge of the Mummy,15 to 30 minutes,1,2,Yes,No,2,1,5,3,2,4,No,No,No,3,No,NIL,Not applicable,"No, I did not",3,4,NIL,Yes,,More shades and sitting areas,Yes,something fun to do in singapore
2/26/2025 23:47:07,18 - 24 years old,Student,October - December,Romantic partner,Date/Romantic experience,Reputation as a top theme park in Asia,Ride wait times and crowd levels,4,Live shows and entertainment,High quality and premium entertainment,Online ads,4,Yes and they influenced my decision to visit,Bundle deals (hotel + ticket packages etc.),No,3,"Somewhat clear, but some details were missing",Not applicable (Did not use the website),"No, I didn't find it necessary",4,Show schedules and ride wait times,,CYLON,its thrilling ,"Puss in Boots, Not applicable",,,61 to 90 minutes,2,4,No,No,2,5,1,2,3,4,Yes,Yes,No,5,No,NIL,No,"Yes, via email",3,4,NIL,Yes,,More discounts!,Yes,Chill and fun way to bond
2/27/2025 0:48:43,18 - 24 years old,Student,July - September,Romantic partner,Date/Romantic experience,Reputation as a top theme park in Asia,"Ticket pricing and affordability, Food options and prices",4,"Thrilling rides, Overall park atmosphere and theme",Exciting and thrilling rides,Word of mouth,4,"Yes, but they did not influence my decision","Discounted tickets, Bundle deals (hotel + ticket packages etc.), Seasonal event promotions",No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,aircon queue + thrill,Canopy Flyer,too long queue,Canopy Flyer,31 to 45 minutes,2,4,No,No,,1,4,2,3,5,No,No,,2,No,Nil,Not applicable,"No, I did not",,4,Nil,Yes,,More Aircon and more rides,Yes,Theme parks can’t go that wrong 
2/27/2025 2:46:53,18 - 24 years old,Student,Can't recall / Not sure,Family (including children),Family outing,"Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices",4,Overall park atmosphere and theme,Exciting and thrilling rides,Word of mouth,3,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.), Family/group discounts",Yes,3,"Yes, everything was clear","More user-friendly ticket booking process, Live updates on crowd levels and wait times","No, I didn't know there was an app",,"Online ticket booking, Show schedules and ride wait times",,Transformers,Personal interest in the Transformers franchise,Not applicable,,Transformers,46 to 60 minutes,4,4,Yes,Yes,5,5,3,1,4,2,No,No,,2,No,NIL,No,"No, I did not",,4,NIL,Maybe,Certain rides were fun but the queue in the sweltering heat was quite unbearable at times,"More shade/seats/rest areas and most importantly, air-conditioned or well-ventilated queue areas like the Transformers ride or Madagascar boat ride would be amazing",Yes,Probably the best theme park in and around Singapore aside from Legoland Malaysia
2/27/2025 10:17:53,12 - 17 years old,Student,October - December,Family (adults only),Family outing,Friends or family recommendations,"Food options and prices, Accessibility and transportation",5,"Thrilling rides, Shorter queue times and Express Pass benefits",Fun and family-friendly,Social media,5,"Yes, but they did not influence my decision","Discounted tickets, Family/group discounts",Yes,2,"Yes, everything was clear","Faster loading times, More detailed ride descriptions and photos/videos, Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)",Yes,4,Show schedules and ride wait times,,Puss in Boots,It was a new ride,Transformers,"Same script as when i went there as a child, quality not as clear",Puss in Boots,61 to 90 minutes,1,3,Yes,Yes,4,5,2,4,1,3,Yes,Yes,Yes,4,No,Nil,Yes,"Yes, via phone",4,5,Nil,Maybe,Rides are too few ,More discounts would be great,No,"If they have gone to other universal studios like Japan, they might be disappointed with the size of USS"
2/27/2025 10:21:58,Below 12 years old,Student,April - June,Family (including children),Family outing,Friends or family recommendations,"Ride wait times and crowd levels, Food options and prices",5,"Thrilling rides, Overall park atmosphere and theme",Exciting and thrilling rides,Word of mouth,3,"No, I haven't seen any ads",Family/group discounts,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't find it necessary",,Not applicable (Did not use the app),,Transformers,My favourite series is Transformers ,"Revenge of the Mummy, Puss in Boots",Im scared of ghosts,Sesame Street Spaghetti Space Chase,61 to 90 minutes,4,5,Yes,No,,4,3,1,2,5,Yes,Yes,Yes,5,No,Nil,Yes,"No, I did not",,5,Nil,Yes,,Less people,Yes,So much fun stuff
2/27/2025 10:26:09,35 - 44 years old,Employed,Can't recall / Not sure,Family (including children),Family outing,Friends or family recommendations,"Ticket pricing and affordability, Ride wait times and crowd levels",5,"Shorter queue times and Express Pass benefits, Shopping and merchandise",High quality and premium entertainment,Word of mouth,4,Yes and they influenced my decision to visit,"Discounted tickets, Bundle deals (hotel + ticket packages etc.), Family/group discounts",Yes,2,"Somewhat clear, but some details were missing","More user-friendly ticket booking process, More accessible customer support (Live Chat, FAQ, etc)",Yes,4,Interactive park map,,Sesame Street Spaghetti Space Chase,It has 360 degrees spin,Not applicable,,Canopy Flyer,46 to 60 minutes,4,4,Yes,Yes,5,1,5,3,4,2,Yes,Yes,Yes,4,No,Nil,Not applicable,"Yes, via phone",5,5,Nil,Yes,,More Express Pass benefits,Yes,Its a great way to bond with family
2/27/2025 10:32:11,25 - 34 years old,Employed,July - September,Romantic partner,Date/Romantic experience,Friends or family recommendations,Accessibility and transportation,5,Overall park atmosphere and theme,Exciting and thrilling rides,Word of mouth,4,"Yes, but they did not influence my decision","Discounted tickets, Bundle deals (hotel + ticket packages etc.)",Yes,1,"Yes, everything was clear","Faster loading times, More accessible customer support (Live Chat, FAQ, etc)",Yes,5,Show schedules and ride wait times,,Canopy Flyer,My gf likes cats,CYCLON,It was too scary for me,Puss in Boots,61 to 90 minutes,5,4,Yes,No,,2,4,3,1,5,Yes,Yes,,5,Yes,It was excellent ,Yes,"Yes, via email",4,5,Nil ,Yes,,More new stuff,Yes,Its a romantic and fun dating activity
2/27/2025 10:37:55,45 years old and above,Retired,Can't recall / Not sure,Alone,Solo adventure,Friends or family recommendations,Accessibility and transportation,5,Overall park atmosphere and theme,Exciting and thrilling rides,Social media,5,Yes and they influenced my decision to visit,Seasonal event promotions,Yes,2,"Yes, everything was clear",More user-friendly ticket booking process,"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,I love indoor rollercoasters,Not applicable,,,46 to 60 minutes,4,4,Yes,No,,3,2,1,4,5,No,No,,2,No,Nil,Not applicable,"No, I did not",,4,Nil,Yes,,Sitting in queues would be great,No,It was tiring to stand in line in the hot weather
2/27/2025 10:42:32,18 - 24 years old,Student,January - March,Family (adults only),"Special event / Celebration (eg. birthday, anniversary)","Social media content (Instagram, Youtube, Tiktok, etc)",Ride wait times and crowd levels,4,"Thrilling rides, Overall park atmosphere and theme",Exciting and thrilling rides,Social media,4,Yes and they influenced my decision to visit,Discounted tickets,Yes,4,"Somewhat clear, but some details were missing",Faster loading times,"No, I didn't know there was an app",,Not applicable (Did not use the app),,CYLON,It was the most thrilling,Sesame Street Spaghetti Space Chase,It was too boring,Puss in Boots,61 to 90 minutes,4,4,Yes,No,,1,4,3,2,5,Yes,Yes,,3,No,Nil,Not applicable,"No, I did not",,5,They helped me locate the toilet very kindly,Maybe,The ticket is too expensive for a student to afford,Student discount ,Yes,Its fun
2/28/2025 10:01:27,18 - 24 years old,Student,October - December,Romantic partner,Date/Romantic experience,"Social media content (Instagram, Youtube, Tiktok, etc), Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels, Accessibility and transportation",4,"Thrilling rides, Live shows and entertainment, Overall park atmosphere and theme",Fun and family-friendly,Word of mouth,4,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.), Seasonal event promotions, Family/group discounts",No,,Not applicable (Did not use the website),Live updates on crowd levels and wait times,"No, I didn't know there was an app",,Not applicable (Did not use the app),,CYLON,"this ride was short but it was so much fun (thrilling, adrenaline rush)",Not applicable,,Revenge of the Mummy,61 to 90 minutes,4,4,Yes,No,,5,2,1,3,4,No,No,Yes,3,No,NIL,Not applicable,"No, I did not",,3,NIL,Yes,,since I visited during HNN I just want to go to experience the rest of the rides that were unopened tbh but I guess the long queues,Yes,I think the rides are pretty fun (but I went during HHN and it changes every year and the scares were fun)
